movieId,title,year,genres,tag,average_rating
65,Bio-Dome,1996,Comedy,"Jason Bloom, Polly Shore, Golden Raspberry (Worst Actor), Nostalgia Critic, not funny",2.188679245283019
66,Lawnmower Man 2: Beyond Cyberspace,1996,Action|Sci-Fi|Thriller,"Crap, imdb bottom 100, cyberpunk",1.1538461538461537
69,Friday,1995,Comedy,"stupid last comment, F. Gary Gray, Ice Cube, ghetto, Chris Tucker",3.4705882352941178
70,From Dusk Till Dawn,1996,Action|Comedy|Horror|Thriller,"See Planet Terror, bikers, bouncer, foot fetish, frontier",3.3236994219653178
73,"Misérables, Les",1995,Drama|War,"Claude Lelouch, author:Victor Hugo, World War II, adapted from:book",4.038461538461538
74,Bed of Roses,1996,Drama|Romance,"girlie movie, chick flick",3.1923076923076925
76,Screamers,1995,Action|Sci-Fi|Thriller,"to see: b-grade horror, post apocalyptic, Philip K. Dick, artificial intelligence, robots",3.1904761904761907
79,"Juror, The",1996,Drama|Thriller,"Brian Gibson, nudity (topless)",2.95
81,Things to Do in Denver When You're Dead,1995,Crime|Drama|Romance,"Colorado, noirish, Recommendz Top Pick, stylish, gangsters",2.7941176470588234
82,Antonia's Line (Antonia),1995,Comedy|Drama,"Marleen Gorris, mathematician, strong woman, feminism, intellectual",3.522727272727273
85,Angels and Insects,1995,Drama|Romance,"A. S. Byatt, Philip Haas, Nudity (Full Frontal - Notable), 19th century, might like",3.4722222222222223
86,White Squall,1996,Action|Adventure|Drama,"ocean adventure, sailboat, white squall, sailing, storm",3.4423076923076925
88,Black Sheep,1996,Comedy,"chris farley, Penelope Spheeris, Saturday Night Live, easily confused with other movie(s) (title), politics",3.1333333333333333
89,Nick of Time,1995,Action|Thriller,"elevator, wrist watch, John Badham, Vietnam war veteran, governor",3.1029411764705883
92,Mary Reilly,1996,Drama|Horror|Thriller,"Jekyll and Hyde, related:Dr. Jekyll and Mr. Hyde, John Malkovich, Can't remember",2.8636363636363638
93,Vampire in Brooklyn,1995,Comedy|Horror|Romance,"Wes Craven, vampires, CLV",2.3846153846153846
94,Beautiful Girls,1996,Comedy|Drama|Romance,"Portman, friendship relations, Ted Demme, lolita, Matt Dillon",3.625
95,Broken Arrow,1996,Action|Adventure|Thriller,"Air Force, park ranger, Mark Gordon Productions, Utah, Christian Slater",2.7911392405063293
97,"Hate (Haine, La)",1995,Crime|Drama,"Cannes: Best Director, French Film, verlan, Mathieu Kassovitz, missing gun",4.066666666666666
100,City Hall,1996,Drama|Thriller,"Harold Becker, Al Pacino, corruption, CLV",3.08
101,Bottle Rocket,1996,Adventure|Comedy|Crime|Romance,"UNLIKELY CRIMINALS, Luke Wilson, NOTHING GOES RIGHT, SIBLING RELATIONSHIPS, acting debut",3.6402439024390243
102,Mr. Wrong,1996,Comedy,"one of the worst ever, Nick Castle, stupid",1.9375
104,Happy Gilmore,1996,Comedy,"Bob Barker, recommendz top pick, you're gonna die clown, Golf, setting:golf course",3.4074074074074074
105,"Bridges of Madison County, The",1995,Drama|Romance,"Based on a Book, Iowa, affair, tearjerking, warm",3.263157894736842
107,Muppet Treasure Island,1996,Adventure|Children|Comedy|Musical,"Bill Connolly, David Goelz, Jennifer Saunders, Robert Louis Stevenson, Muppets",3.2
110,Braveheart,1995,Action|Drama|War,"Medieval, scottish independence, so romantic., stupid love story, war strategy",3.7337526205450735
111,Taxi Driver,1976,Crime|Drama|Thriller,"ASSASSINATION PLOTS, Cybill Shepherd, killer-as-protagonist(?), mohawk, presidential elections",3.934065934065934
112,Rumble in the Bronx (Hont faan kui),1995,Action|Adventure|Comedy|Crime,"Stanley Tong, amazing fight choreography, Rutger Hauer, kung fu, Jackie Chan",3.3430232558139537
122,Boomerang,1992,Comedy|Romance,"dating, Can't remember, CLV",2.272727272727273
123,Chungking Express (Chung Hing sam lam),1994,Drama|Mystery|Romance,"Chungking Mansions, Faye Wong, jogging, pineapple, stewardess",3.872093023255814
125,Flirting With Disaster,1996,Comedy,"David O. Russell, instant view, watch the credits",3.625
132,Jade,1995,Thriller,"flop, screenwriter:Joe Eszterhas, Chazz Palminteri, Linda Fiorentino, Sex",2.7
135,Down Periscope,1996,Comedy,"Bruce Dern, Kelsey Grammer, Lauren Holly, Rob Scheider, U.S. Navy submarine",2.6463414634146343
140,Up Close and Personal,1996,Drama|Romance,"journalism, Bibliothek",2.7
141,"Birdcage, The",1996,Comedy,"RemakeOf:La Cage aux folles (1978), crossdressing, queer?, homosexual theme, Gay stereotypes",3.3047945205479454
144,"Brothers McMullen, The",1995,Comedy,"Edward Burns, Irish, family, reviewed",3.230769230769231
145,Bad Boys,1995,Action|Comedy|Crime|Drama|Thriller,"Matrin Lawrecne, bad movie, Florida, Miami, Buddy movie",3.117021276595745
147,"Basketball Diaries, The",1995,Drama,"Drug Addiction, Scott Kalvert, expelled from school, Ernie Hudson, Lorraine Bracco",3.3142857142857145
150,Apollo 13,1995,Adventure|Drama|IMAX,"Gary Sinese, See: In the Shadow of the Moon, Good Movie, setting:space/Earth orbit, Gary Sinise",3.6319796954314723
151,Rob Roy,1995,Action|Drama|Romance|War,"Michael Caton-Jones, earthy, Scotland, passionate, 18th century",3.35
153,Batman Forever,1995,Action|Adventure|Comedy|Crime,"Actor's  and amateurism, rubber nipples, purpose in life, authenticity, watched 1995",2.692
154,Beauty of the Day (Belle de jour),1967,Drama,"Luis Buñuel, DOUBLE LIFE, EXTRAMARITAL AFFAIRS, PROSTITUTES, sexy",3.642857142857143
156,Blue in the Face,1995,Comedy|Drama,"PortrÃ¦t af brooklin som er lidt direkte og klodset i sit portrÃ¦tform, lille fille., men alligevel ender med at vÃ¦re et vildt fedt portrÃ¦t, memasa's movies, nudity (topless)",2.7
157,Canadian Bacon,1995,Comedy|War,politics,2.8472222222222223
158,Casper,1995,Adventure|Children,"Brad Silberling, ghost, Eric Idle, Christina Ricci, Nostalgia Critic",2.6791666666666667
159,Clockers,1995,Crime|Drama|Mystery,DVD-Video,3.5789473684210527
160,Congo,1995,Action|Adventure|Mystery|Sci-Fi,"author:Michael Chricton?, Frank Marshall, gorilla, ?adapted from:book, author:Michael Crichton",2.2717391304347827
161,Crimson Tide,1995,Drama|Thriller|War,"Jason Robards, Tony Scott, Viggo Mortensen, submarine, Denzel Washington",3.5074074074074075
162,Crumb,1994,Documentary,"counterculture, Fucked up, artist mind, Terry Zwigoff, raunchy",3.7111111111111112
163,Desperado,1995,Action|Romance|Western,"mexico, Salma Hayek, Mexico, Antonio Banderas, Steve Buscemi",3.3866666666666667
164,Devil in a Blue Dress,1995,Crime|Film-Noir|Mystery|Thriller,"RACE RELATIONS, PRIVATE EYES, FEMMES FATALES, moody, understated",3.45
165,Die Hard: With a Vengeance,1995,Action|Crime|Thriller,"DIVX, hollywood at its best, bmf, more explosions, Rated R",3.4762773722627736
168,First Knight,1995,Action|Drama|Romance,"Julia Ormond, Arthurian legend, King Arthur, Richard Gere, royalty",2.8908045977011496
169,Free Willy 2: The Adventure Home,1995,Adventure|Children|Drama,"animal:orca, animal:whale, family",2.014705882352941
170,Hackers,1995,Action|Adventure|Crime|Thriller,"Hacking, Jonny Lee Miller, cool videogame (scene), rollerblading, Computers",3.2578947368421054
172,Johnny Mnemonic,1995,Action|Sci-Fi|Thriller,"""I need a computer."", 90s sci-fi, Henry Rollins, Ice-T, Robert Longo",2.7838983050847457
173,Judge Dredd,1995,Action|Crime|Sci-Fi,"JÃ¼rgen Prochnow, cheesy lines, highly quotable, ?android(s)/cyborg(s), Danny Cannon",2.5104166666666665
174,Jury Duty,1995,Comedy,"tacos, John Fortenberry, Golden Raspberry (Worst Actor), CLV",2.125
175,Kids,1995,Drama,"Larry Clark, ChloÃ« Sevigny, AIDS, Rosario Dawson, Nudity (Full Frontal)",3.572463768115942
176,Living in Oblivion,1995,Comedy,"Tom DiCillo, behind-the-scenes, film-making, meta-indie, dwarf",3.638888888888889
177,Lord of Illusions,1995,Horror,"huh?, Can't remember, CLV",2.769230769230769
180,Mallrats,1995,Comedy|Romance,"Shannen Doherty, malos tratos, Jay and Silent Bob, comic books, Jason Mewes",3.484
181,Mighty Morphin Power Rangers: The Movie,1995,Action|Children,"bad cgi, DVD-RAM",1.6923076923076923
185,"Net, The",1995,Action|Crime|Thriller,"Dennis Miller, Diane Baker, Ken Howard, Wendy Gazelle, Computers",2.7039106145251397
186,Nine Months,1995,Comedy|Romance,"Tom Arnold, meh, nice, hugh grant, Joan Cusack",2.56
188,"Prophecy, The",1995,Fantasy|Horror|Mystery,"Slashy, angel, Viggo Mortensen, Christopher Walken, Christianity",3.2903225806451615
191,"Scarlet Letter, The",1995,Drama|Romance,"Nathaniel Hawthorne, Gary Oldman, based on a book",2.7333333333333334
193,Showgirls,1995,Drama,"DANCER'S LIFE, SELF-DESTRUCTIVE ROMANCE, RISE AND FALL STORIES, Golden Raspberry (Worst Actress), FALTERING FRIENDSHIPS",2.0238095238095237
194,Smoke,1995,Comedy|Drama,"Father son relationship, Paul Auster, Wayne Wang, shop (establishment), small business",3.411111111111111
196,Species,1995,Horror|Sci-Fi,"Roger Donaldson, shape shifter, Nudity (Topless - Notable), DVD-RAM, Futuristmovies.com",2.680672268907563
198,Strange Days,1995,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,"Angela Bassett, junk, Kathryn Bigelow, New Year's Eve, Science Fiction",3.5783132530120483
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964,Drama|Musical|Romance,"Catherine Deneuve, Jacques Demy, eye candy, gas station, Made me cry",3.8863636363636362
203,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,Comedy,"drag queens, Stockard Channing, John Leguizamo, Wesley Snipes, cross dressing men",2.891891891891892
204,Under Siege 2: Dark Territory,1995,Action,"nude beach, satellite, Geoff Murphy, Steven Seagal, train",2.480392156862745
207,"Walk in the Clouds, A",1995,Drama|Romance,"keanu reeves, cheesy, Keanu Reeves, romance",3.073529411764706
208,Waterworld,1995,Action|Adventure|Sci-Fi,"better than everybody thinks, expensive, post apocalypse, x-mas movie, gyrocopter",2.6980392156862747
213,Burnt by the Sun (Utomlyonnye solntsem),1994,Drama,"Nikita Mikhalkov, Russian, library",3.5
215,Before Sunrise,1995,Drama|Romance,"Castle Rock, one night stand, young people, TWENTYSOMETHING LIFE, ethan hawke",3.9015748031496065
216,Billy Madison,1995,Comedy,"Tamra Davis, School, elementary school, school, teacher",3.2606837606837606
218,Boys on the Side,1995,Comedy|Drama,"Mary-Louise Parker, Whoopi Goldberg, unlikely friendships, Drew Barrymore, road movie",3.0238095238095237
222,Circle of Friends,1995,Drama|Romance,"Pat O'Connor, ireland, Irish, to see: chick flick, Ireland",3.260869565217391
223,Clerks,1994,Comedy,"I'm not even supposed to be here today, MEN'S FRIENDSHIPS, convenience store, TWENTYSOMETHING LIFE, juvenile",3.811320754716981
224,Don Juan DeMarco,1995,Comedy|Drama|Romance,"Nudity (Rear), insanity, Romance, mental illness, Johnny Depp",3.330188679245283
225,Disclosure,1994,Drama|Thriller,"Sexual Harassment, author:Michael Crichton, Demi Moore, Michael Douglas, Michael Crichton",3.239130434782609
227,Drop Zone,1994,Action|Thriller,"Can't remember, CLV",2.9074074074074074
229,Death and the Maiden,1994,Drama|Thriller,"Roman Polanski, dialogue driven, psychological, revenge, nudity (topless)",3.4583333333333335
230,Dolores Claiborne,1995,Drama|Thriller,"Taylor Hackford, 100 Essential Female Performances, BGAB LRC, Stephen King, Can't remember",3.513888888888889
231,Dumb & Dumber (Dumb and Dumber),1994,Adventure|Comedy,"most annoying sound?, infantile, Teri Garr, Farrelly Brothers, protagonist is an idiot",3.044776119402985
232,Eat Drink Man Woman (Yin shi nan nu),1994,Comedy|Drama|Romance,"See: Bella Martha, airline company, christening, makes you hungry, remadeAs:Tortilla Soup",3.7
233,Exotica,1994,Drama,"Atom Egoyan, widower, Toronto, art house, Canada",3.3181818181818183
234,Exit to Eden,1994,Comedy,"Rosie in leather, Anne Rice, sexuality:BDSM, Nudity (Topless - Notable), nudity (full frontal)",2.2666666666666666
235,Ed Wood,1994,Comedy|Drama,"Biopic, Sarah Jessica Parker, Edith Wharton, Martin Landau, cross dressing men",3.6646341463414633
236,French Kiss,1995,Action|Comedy|Romance,"Lawrence Kasdan, meg ryan, maybe, Jean Reno, romantic",3.1052631578947367
237,Forget Paris,1995,Comedy|Romance,"Debra Winger, infertility, Billy Crystal, basketball, France",2.8823529411764706
239,"Goofy Movie, A",1995,Animation|Children|Comedy|Romance,"Goofy, Kevin Lima, Katottava, cartoon, Disney animated feature",2.902173913043478
246,Hoop Dreams,1994,Documentary,"Steve James, Poverty, Basketball, sport:basketball, setting:Chicago",3.9814814814814814
247,Heavenly Creatures,1994,Crime|Drama,"LGBT, SEXUAL AWAKENING, FANTASY LIFE, OPPOSITES ATTRACT, REDEMPTION",3.651898734177215
248,Houseguest,1994,Comedy,"Randall Miller, Sinbad",2.3333333333333335
249,Immortal Beloved,1994,Drama|Romance,"beethoven, character based on real person:Beethoven, topic:deafness, Beethoven, deafness",3.55
252,I.Q.,1994,Comedy|Romance,"Einstein, character based on real person:Albert Einstein, character based on real person:Marilyn Monroe, Walter Matthau, Fred Schepisi",3.19811320754717
253,Interview with the Vampire: The Vampire Chronicles,1994,Drama|Horror,"Brilliant, author:Anne Price, historic, anne rice, Anne Rice",3.6307053941908713
256,Junior,1994,Comedy|Sci-Fi,"horrible, Ivan Reitman, bright, Julie Andrews, easygoing",2.32967032967033
257,Just Cause,1995,Mystery|Thriller,"Author:  John Katzenbach, court, death penalty, wrongly accused, lawyers",3.357142857142857
258,"Kid in King Arthur's Court, A",1995,Adventure|Children|Comedy|Fantasy|Romance,"Joss Acklund, Michael Gottlieb, CLV",2.6
259,Kiss of Death,1995,Crime|Drama|Thriller,"Samuel L. Jackson, CLV",3.4444444444444446
260,Star Wars: Episode IV - A New Hope,1977,Action|Adventure|Sci-Fi,"Alec Guinnes, Luke Skywalker, c3po, comic book style, old FX quality",4.08411214953271
261,Little Women,1994,Drama,"Gillian Armstrong, Louisa May Alcott, author:Louisa May Alcott, loved it, slick novel",3.5089285714285716
262,"Little Princess, A",1995,Children|Drama,"Arthur Malet, Eleanor Bron, Liam Cunningham, Liesel Matthews, Rusty Schwimmer",3.5813953488372094
265,Like Water for Chocolate (Como agua para chocolate),1992,Drama|Fantasy|Romance,"Alfonso Arau, STAR-CROSSED LOVERS, MOTHERS AND DAUGHTERS, magic realism, food/cooking",3.493150684931507
266,Legends of the Fall,1994,Drama|Romance|War|Western,"mountain man, Great Ensemble Cast, Julia Ormond, prohibition, Dramatic",3.6325301204819276
267,Major Payne,1995,Comedy,"Nick Castle, hilarious, military, comedy, CLV",2.7
272,"Madness of King George, The",1994,Comedy|Drama,"Nicholas Hytner, period piece, biopics, 18th century, biopic",3.8205128205128207
273,Mary Shelley's Frankenstein (Frankenstein),1994,Drama|Horror|Sci-Fi,"frankenstein, Frankenstein's monster, to see: horror, underrated, mad scientist",3.0508474576271185
275,Mixed Nuts,1994,Comedy,"Nora Ephron, annoying, Christmas",2.8333333333333335
276,Milk Money,1994,Comedy|Romance,"Michael Patrick Carter, what happened to melanie griffith?, male teenager(s) & female prostitute(s), Anne Heche, Malcolm McDowell",2.5689655172413794
277,Miracle on 34th Street,1994,Drama,"Dylan McDermott, J.T. Walsh, James Remar, Elizabeth Perkins, Panavision Super 70",2.981818181818182
280,Murder in the First,1995,Drama|Thriller,"Marc Rocco, courtroom setting, Christian Slater, Alcatraz, Kevin Bacon",3.6296296296296298
281,Nobody's Fool,1994,Comedy|Drama|Romance,"Robert Benton, Paul Newman, Underrated, small town, nudity (topless)",3.5588235294117645
282,Nell,1994,Drama,"child alone after parents died, communication, remote location, speech therapy, skinnydipping",3.1666666666666665
288,Natural Born Killers,1994,Action|Crime|Thriller,"Assassinos por Natureza, partially black and white, ultra-violence, media, animated segments",3.3622448979591835
289,Only You,1994,Comedy|Romance,"Fisher Stevens, Joaquin De Almeida, Marissa Tomei, Bonnie Hunt, Robert Downey Jr",3.0
290,Once Were Warriors,1994,Crime|Drama,"Lee Tamahori, brutality, poverty, 3, In Netflix queue",3.8658536585365852
292,Outbreak,1995,Action|Drama|Sci-Fi|Thriller,"to see: sci fi, epidemic, formulaic, disease, biology",3.210674157303371
293,Léon: The Professional (a.k.a. The Professional) (Léon),1994,Action|Crime|Drama|Thriller,"compare:Silas Marner (book), dirty cops, disambiguation:Leon/The Professional (1994) & The Professional (1981), milk, naive characters",4.119318181818182
296,Pulp Fiction,1994,Comedy|Crime|Drama|Thriller,"AFI #95, Good soundtrack, HIRED KILLERS, Jules, MÃ´vielens bug?",4.217781402936378
299,Priest,1994,Drama,"Antonia Bird, MEMBERS OF THE CLERGY, religion:Xian, setting:Church, Robert Carlyle",3.2857142857142856
300,Quiz Show,1994,Drama,"Christopher McDonald, David Paymer, topic:television game show, Mira Sorvino, Rob Morrow",3.588709677419355
302,"Queen Margot (Reine Margot, La)",1994,Drama|Romance,"Patrice Chéreau, 16th century, massacre, Catholicism, France",3.8636363636363638
303,"Quick and the Dead, The",1995,Action|Thriller|Western,"Old Tucson Studios, Western, Sharon Stone, guns, Sam Raimi",2.992424242424242
305,Ready to Wear (Pret-A-Porter),1994,Comedy,"Altman, fashion, Forest Whitaker, nudity (full frontal)",2.2222222222222223
306,Three Colors: Red (Trois couleurs: Rouge),1994,Drama,"01.10.05, judge, eavesdropping, Three Colours trilogy, red",3.9130434782608696
307,Three Colors: Blue (Trois couleurs: Bleu),1993,Drama,"CRISIS OF FAITH, DEATH OF A CHILD, STARTING OVER, disambiguation:Blue, bluish",3.7777777777777777
308,Three Colors: White (Trzy kolory: Bialy),1994,Comedy|Drama,"white, Three Colours trilogy, Krzysztof Kieslowski, Three Colors trilogy, ironic",3.9310344827586206
314,"Secret of Roan Inish, The",1994,Children|Drama|Fantasy|Mystery,"John Sayles, magic, CLV",3.689655172413793
315,"Specialist, The",1994,Action|Drama|Thriller,"Luis Llosa, Sharon Stone, Sylvester Stallone, CLV",2.6265822784810124
316,Stargate,1994,Action|Adventure|Sci-Fi,"Egyptian Mythology, Not Michael Shanks and RDA, Stargate, pyramids, Jaye Davidson",3.3029045643153525
317,"Santa Clause, The",1994,Comedy|Drama|Fantasy,"David Krumholtz, Wendy Crewson, John Pasquin, Judge Reinhold, Santa Claus",2.7708333333333335
318,"Shawshank Redemption, The",1994,Crime|Drama,"Gefaengnisfilm, Phenomenal!, Prison, Prison Movie, Rita Hayworth",4.36436170212766
319,Shallow Grave,1994,Comedy|Drama|Thriller,"HIDE THE DEAD BODY, CRIMINAL'S REVENGE, UNLIKELY CRIMINALS, plot revolves around troublesome dead body, FALTERING FRIENDSHIPS",3.73972602739726
322,Swimming with Sharks,1995,Comedy|Drama,"George Huang, 2.5, not funny",3.6481481481481484
327,Tank Girl,1995,Action|Comedy|Sci-Fi,"Lori Petty, mutants, Naomi Watts, desert, Nostalgia Critic",2.701388888888889
328,Tales from the Crypt Presents: Demon Knight,1995,Horror|Thriller,"Ernest R. Dickerson, Gilbert Adler, Billy Zane, nostalgic, Nudity (Topless)",3.261904761904762
329,Star Trek: Generations,1994,Adventure|Drama|Sci-Fi,"trekie, Enterprise, ruined the franchise, STTNG, beloved character dies pointlessly",3.1176470588235294
330,Tales from the Hood,1995,Action|Crime|Horror,"Rusty Cundieff, CLV",2.75
332,Village of the Damned,1995,Horror|Sci-Fi,"evil children, looks made for tv, kinda boring, psychic powers, to see: horror",2.6
333,Tommy Boy,1995,Comedy,"Chris Farley, David Spade, Peter Segal, Tom Cruise",3.5052631578947366
334,Vanya on 42nd Street,1994,Drama,"Theatre, play within a movie, playwright:Anton Chekhov, FAMILIES IN CRISIS, FAMILY GATHERINGS",3.8125
337,What's Eating Gilbert Grape,1993,Drama,"Arnie!, Johnny Depp***, author:Peter Hedges, screenwriter:Peter Hedges, thankfully uncorny",3.7701149425287355
338,Virtuosity,1995,Action|Sci-Fi|Thriller,"Brett Leonard, Crowe, Peter Gabriel music, Russell Crowe, virtual reality",2.573529411764706
339,While You Were Sleeping,1995,Comedy|Romance,"avuncular grandfather-figure, rom com, Jon Turteltaub, coma, unoriginal",3.2388059701492535
340,"War, The",1994,Adventure|Drama|War,"Kevin Pederast, Can't remember",2.6666666666666665
342,Muriel's Wedding,1994,Comedy,"P.J. Hogan, Toni Collette, weddings, Australian, upbeat",3.1726190476190474
344,Ace Ventura: Pet Detective,1994,Comedy,"Tone Loc, missing dolphin, very dumb, Jim Carrey being Jim Carrey, quick change artist",3.01171875
345,"Adventures of Priscilla, Queen of the Desert, The",1994,Comedy|Drama,"Drag, Stephan Elliott, drag queen movie, parent reunites with (or meets) their estranged grown-up child, cross-dressing men",3.449438202247191
347,Bitter Moon,1992,Drama|Film-Noir|Romance,"BDSM, Seen 2014, Roman Polanski, Hugh Grant, Nudity (Topless - Notable)",3.78125
348,Bullets Over Broadway,1994,Comedy,"Miramax, play, Oscar Nominee: Supporting Actress, playwright, Oscar Nominee: Costume Design",3.648936170212766
